Iter,tx_node_id,rx_node_id,LossRate,next_hop
0,5,9,53.83,9
0,5,10,0.0,10
0,5,11,0.0,11
0,5,12,99.06,3
0,5,13,99.89,8
0,5,14,100.0,11
0,5,15,100.0,7
0,5,16,100.0,8
0,5,17,100.0,8
0,5,18,100.0,8
0,5,19,100.0,8
0,5,20,100.0,6
0,5,21,100.0,3
0,5,22,100.0,11
0,5,23,100.0,6
0,5,24,100.0,8
0,5,25,100.0,11
0,5,26,100.0,11
0,5,27,100.0,6
0,5,28,100.0,11
0,5,29,100.0,11
0,6,7,0.0,7
0,6,8,25.01,8
0,6,9,0.0,9
0,6,10,74.33,13
0,6,11,0.0,11
0,6,12,97.34,3
0,6,13,0.0,13
0,6,14,99.99,13
0,6,15,100.0,13
0,6,16,100.0,9
0,6,17,100.0,9
0,6,18,100.0,11
0,6,19,100.0,11
0,6,20,100.0,13
0,6,21,100.0,11
0,6,22,100.0,11
0,6,23,100.0,13
0,6,24,100.0,13
0,6,25,100.0,11
0,6,26,100.0,13
0,6,27,100.0,13
0,6,28,100.0,11
0,6,29,100.0,11
0,7,8,0.0,8
0,7,9,0.0,9
0,7,10,0.0,10
0,7,11,0.0,11
0,7,12,87.11,11
0,7,13,94.39,8
0,7,14,0.0,14
0,7,15,0.0,15
0,7,16,100.0,8
0,7,17,100.0,8
0,7,18,100.0,14
0,7,19,100.0,14
0,7,20,100.0,14
0,7,21,100.0,3
0,7,22,100.0,11
0,7,23,100.0,3
0,7,24,100.0,15
0,7,25,100.0,15
0,7,26,100.0,11
0,7,27,100.0,14
0,7,28,100.0,11
0,7,29,100.0,11
0,8,9,0.0,9
0,8,10,0.0,10
0,8,11,61.02,11
0,8,12,71.24,3
0,8,13,0.0,13
0,8,14,0.0,14
0,8,15,99.73,16
0,8,16,0.0,16
0,8,17,0.0,17
0,8,18,100.0,16
0,8,19,100.0,16
0,8,20,100.0,14
0,8,21,100.0,17
0,8,22,100.0,17
0,8,23,100.0,13
0,8,24,100.0,14
0,8,25,100.0,17
0,8,26,100.0,16
0,8,27,100.0,14
0,8,28,100.0,17
0,8,29,100.0,17
0,9,10,0.0,10
0,9,11,0.0,11
0,9,12,55.05,16
0,9,13,0.0,13
0,9,14,89.18,13
0,9,15,98.31,16
0,9,16,0.0,16
0,9,17,0.0,17
0,9,18,100.0,16
0,9,19,100.0,16
0,9,20,100.0,13
0,9,21,100.0,17
0,9,22,100.0,17
0,9,23,100.0,13
0,9,24,100.0,13
0,9,25,100.0,17
0,9,26,100.0,16
0,9,27,100.0,13
0,9,28,100.0,17
0,9,29,100.0,17
0,10,11,0.0,11
0,10,12,0.0,12
0,10,13,0.0,13
0,10,14,63.78,14
0,10,15,0.0,15
0,10,16,0.0,16
0,10,17,99.43,16
0,10,18,100.0,16
0,10,19,100.0,16
0,10,20,100.0,15
0,10,21,100.0,12
0,10,22,100.0,16
0,10,23,100.0,13
0,10,24,100.0,15
0,10,25,100.0,15
0,10,26,100.0,16
0,10,27,100.0,15
0,10,28,100.0,11
0,10,29,100.0,11
0,11,12,0.0,12
0,11,13,0.0,13
0,11,14,0.0,14
0,11,15,0.0,15
0,11,16,88.15,14
0,11,17,91.75,28
0,11,18,99.45,28
0,11,19,99.99,29
0,11,20,100.0,29
0,11,21,100.0,26
0,11,22,0.0,22
0,11,23,100.0,26
0,11,24,100.0,14
0,11,25,100.0,26
0,11,26,0.0,26
0,11,27,100.0,14
0,11,28,0.0,28
0,11,29,0.0,29
0,12,13,5.92,13
0,12,14,0.0,14
0,12,15,47.23,15
0,12,16,0.0,16
0,12,17,0.0,17
0,12,18,98.43,21
0,12,19,99.92,21
0,12,20,99.99,23
0,12,21,0.0,21
0,12,22,0.0,22
0,12,23,0.0,23
0,12,24,99.99,26
0,12,25,0.0,25
0,12,26,0.0,26
0,12,27,99.98,14
0,12,28,99.98,26
0,12,29,99.98,26
0,13,14,0.0,14
0,13,15,0.0,15
0,13,16,66.94,14
0,13,17,73.5,27
0,13,18,94.36,23
0,13,19,99.23,24
0,13,20,0.0,20
0,13,21,99.68,26
0,13,22,99.67,26
0,13,23,0.0,23
0,13,24,0.0,24
0,13,25,99.67,26
0,13,26,0.0,26
0,13,27,0.0,27
0,13,28,99.68,26
0,13,29,99.67,26
0,14,15,0.0,15
0,14,16,0.0,16
0,14,17,0.0,17
0,14,18,80.44,16
0,14,19,0.0,19
0,14,20,0.0,20
0,14,21,96.36,20
0,14,22,96.34,17
0,14,23,96.34,20
0,14,24,0.0,24
0,14,25,96.34,20
0,14,26,96.34,16
0,14,27,0.0,27
0,14,28,96.38,20
0,14,29,96.34,20
0,15,16,0.0,16
0,15,17,0.0,17
0,15,18,55.09,16
0,15,19,77.59,17
0,15,20,0.0,20
0,15,21,83.46,20
0,15,22,83.52,17
0,15,23,83.66,20
0,15,24,0.0,24
0,15,25,0.0,25
0,15,26,83.51,16
0,15,27,0.0,27
0,15,28,83.45,20
0,15,29,83.68,20
0,16,17,0.0,17
0,16,18,0.0,18
0,16,19,0.0,19
0,16,20,50.8,27
0,16,21,0.0,21
0,16,22,0.0,22
0,16,23,0.0,23
0,16,24,0.0,24
0,16,25,0.0,25
0,16,26,0.0,26
0,16,27,0.0,27
0,16,28,50.38,28
0,16,29,50.14,29
0,17,18,0.0,18
0,17,19,0.0,19
0,17,20,0.0,20
0,17,21,0.0,21
0,17,22,0.0,22
0,17,23,0.0,23
0,17,24,0.0,24
0,17,25,0.0,25
0,17,26,0.0,26
0,17,27,0.0,27
0,17,28,0.0,28
0,17,29,0.0,29
0,18,19,0.0,19
0,18,20,0.0,20
0,18,21,0.0,21
0,18,22,0.0,22
0,18,23,0.0,23
0,18,24,14.46,24
0,18,25,0.0,25
0,18,26,0.0,26
0,18,27,0.0,27
0,18,28,0.0,28
0,18,29,0.0,29
0,19,20,0.0,20
0,19,21,0.0,21
0,19,22,0.0,22
0,19,23,2.74,23
0,19,24,0.0,24
0,19,25,0.0,25
0,19,26,0.0,26
0,19,27,0.0,27
0,19,28,0.0,28
0,19,29,0.0,29
0,20,21,0.0,21
0,20,22,0.0,22
0,20,23,0.0,23
0,20,24,0.0,24
0,20,25,0.0,25
0,20,26,0.0,26
0,20,27,0.0,27
0,20,28,0.0,28
0,20,29,0.0,29
0,21,22,0.0,22
0,21,23,0.0,23
0,21,24,0.0,24
0,21,25,0.0,25
0,21,26,0.0,26
0,21,27,0.0,27
0,21,28,0.0,28
0,21,29,0.0,29
0,22,23,0.0,23
0,22,24,0.0,24
0,22,25,0.0,25
0,22,26,0.0,26
0,22,27,0.0,27
0,22,28,0.0,28
0,22,29,0.0,29
0,23,24,0.0,24
0,23,25,0.0,25
0,23,26,0.0,26
0,23,27,0.0,27
0,23,28,0.0,28
0,23,29,0.0,29
0,24,25,0.0,25
0,24,26,0.0,26
0,24,27,0.0,27
0,24,28,0.0,28
0,24,29,0.0,29
0,25,26,0.0,26
0,25,27,0.0,27
0,25,28,0.0,28
0,25,29,0.0,29
0,26,27,0.0,27
0,26,28,0.0,28
0,26,29,0.0,29
0,27,28,0.0,28
0,27,29,0.0,29
0,28,29,0.0,29
1,0,1,0.0,1
1,0,2,0.0,2
1,0,3,0.0,3
1,0,4,46.19,2
1,0,5,96.36,3
1,0,6,0.0,6
1,0,7,0.0,7
1,0,8,99.99,3
1,0,9,100.0,6
1,0,10,100.0,2
1,0,11,100.0,6
1,0,12,100.0,3
1,0,13,100.0,6
1,0,14,100.0,7
1,0,15,100.0,7
1,0,16,100.0,7
1,0,17,100.0,3
1,0,18,100.0,7
1,0,19,100.0,7
1,0,20,100.0,6
1,0,21,100.0,3
1,0,22,100.0,3
1,0,23,100.0,6
1,0,24,100.0,7
1,0,25,100.0,7
1,0,26,100.0,6
1,0,27,100.0,6
1,0,28,100.0,7
1,0,29,100.0,6
1,1,2,0.0,2
1,1,3,56.03,2
1,1,4,34.23,4
1,1,5,0.0,5
1,1,6,91.41,0
1,1,7,0.0,7
1,1,8,99.93,5
1,1,9,99.99,7
1,1,10,100.0,2
1,1,11,100.0,5
1,1,12,100.0,3
1,1,13,100.0,0
1,1,14,100.0,7
1,1,15,100.0,7
1,1,16,100.0,2
1,1,17,100.0,5
1,1,18,100.0,7
1,1,19,100.0,7
1,1,20,100.0,7
1,1,21,100.0,3
1,1,22,100.0,5
1,1,23,100.0,3
1,1,24,100.0,7
1,1,25,100.0,7
1,1,26,100.0,7
1,1,27,100.0,7
1,1,28,100.0,5
1,1,29,100.0,5
1,2,3,0.0,3
1,2,4,0.0,4
1,2,5,79.0,10
1,2,6,80.14,0
1,2,7,95.44,0
1,2,8,98.79,3
1,2,9,99.6,10
1,2,10,0.0,10
1,2,11,100.0,4
1,2,12,100.0,3
1,2,13,100.0,10
1,2,14,100.0,10
1,2,15,100.0,10
1,2,16,100.0,10
1,2,17,100.0,3
1,2,18,100.0,10
1,2,19,100.0,10
1,2,20,100.0,10
1,2,21,100.0,3
1,2,22,100.0,3
1,2,23,100.0,3
1,2,24,100.0,10
1,2,25,100.0,3
1,2,26,100.0,3
1,2,27,100.0,10
1,2,28,100.0,4
1,2,29,100.0,4
1,3,4,0.0,4
1,3,5,0.0,5
1,3,6,0.0,6
1,3,7,0.0,7
1,3,8,0.0,8
1,3,9,80.58,8
1,3,10,0.0,10
1,3,11,100.0,4
1,3,12,0.0,12
1,3,13,100.0,8
1,3,14,100.0,12
1,3,15,100.0,7
1,3,16,100.0,12
1,3,17,100.0,8
1,3,18,100.0,12
1,3,19,100.0,10
1,3,20,100.0,10
1,3,21,100.0,12
1,3,22,100.0,12
1,3,23,100.0,12
1,3,24,100.0,12
1,3,25,100.0,12
1,3,26,100.0,12
1,3,27,100.0,7
1,3,28,100.0,12
1,3,29,100.0,5
1,4,5,0.0,5
1,4,6,0.0,6
1,4,7,0.0,7
1,4,8,87.09,5
1,4,9,0.0,9
1,4,10,99.84,3
1,4,11,0.0,11
1,4,12,100.0,3
1,4,13,100.0,6
1,4,14,100.0,11
1,4,15,100.0,7
1,4,16,100.0,9
1,4,17,100.0,9
1,4,18,100.0,9
1,4,19,100.0,11
1,4,20,100.0,6
1,4,21,100.0,11
1,4,22,100.0,11
1,4,23,100.0,6
1,4,24,100.0,11
1,4,25,100.0,11
1,4,26,100.0,11
1,4,27,100.0,6
1,4,28,100.0,11
1,4,29,100.0,11
1,5,6,0.0,6
1,5,7,0.0,7
1,5,8,0.0,8
1,5,9,35.28,9
1,5,10,0.0,10
1,5,11,0.0,11
1,5,12,97.45,3
1,5,13,98.86,8
1,5,14,99.97,11
1,5,15,0.0,15
1,5,16,100.0,8
1,5,17,100.0,8
1,5,18,100.0,8
1,5,19,100.0,8
1,5,20,100.0,15
1,5,21,100.0,3
1,5,22,100.0,11
1,5,23,100.0,6
1,5,24,100.0,15
1,5,25,100.0,15
1,5,26,100.0,11
1,5,27,100.0,15
1,5,28,100.0,11
1,5,29,100.0,11
1,6,7,0.0,7
1,6,8,26.15,8
1,6,9,0.0,9
1,6,10,77.34,13
1,6,11,0.0,11
1,6,12,97.34,3
1,6,13,0.0,13
1,6,14,99.98,13
1,6,15,100.0,13
1,6,16,100.0,9
1,6,17,100.0,9
1,6,18,100.0,11
1,6,19,100.0,11
1,6,20,100.0,13
1,6,21,100.0,11
1,6,22,100.0,11
1,6,23,100.0,13
1,6,24,100.0,13
1,6,25,100.0,11
1,6,26,100.0,13
1,6,27,100.0,13
1,6,28,100.0,11
1,6,29,100.0,11
1,7,8,0.0,8
1,7,9,0.0,9
1,7,10,0.0,10
1,7,11,0.0,11
1,7,12,87.91,11
1,7,13,89.97,8
1,7,14,0.0,14
1,7,15,0.0,15
1,7,16,100.0,8
1,7,17,100.0,8
1,7,18,100.0,15
1,7,19,100.0,14
1,7,20,100.0,14
1,7,21,100.0,3
1,7,22,100.0,11
1,7,23,100.0,3
1,7,24,100.0,15
1,7,25,100.0,15
1,7,26,100.0,11
1,7,27,100.0,14
1,7,28,100.0,11
1,7,29,100.0,11
1,8,9,0.0,9
1,8,10,0.0,10
1,8,11,73.07,13
1,8,12,72.16,3
1,8,13,0.0,13
1,8,14,0.0,14
1,8,15,99.69,16
1,8,16,0.0,16
1,8,17,0.0,17
1,8,18,100.0,16
1,8,19,100.0,16
1,8,20,100.0,14
1,8,21,100.0,17
1,8,22,100.0,17
1,8,23,100.0,13
1,8,24,100.0,14
1,8,25,100.0,17
1,8,26,100.0,16
1,8,27,100.0,14
1,8,28,100.0,17
1,8,29,100.0,17
1,9,10,0.0,10
1,9,11,0.0,11
1,9,12,64.0,16
1,9,13,0.0,13
1,9,14,89.69,13
1,9,15,99.05,16
1,9,16,0.0,16
1,9,17,0.0,17
1,9,18,100.0,16
1,9,19,100.0,16
1,9,20,100.0,13
1,9,21,100.0,17
1,9,22,100.0,17
1,9,23,100.0,13
1,9,24,100.0,13
1,9,25,100.0,17
1,9,26,100.0,16
1,9,27,100.0,13
1,9,28,100.0,17
1,9,29,100.0,17
1,10,11,0.0,11
1,10,12,0.0,12
1,10,13,0.0,13
1,10,14,55.62,14
1,10,15,0.0,15
1,10,16,0.0,16
1,10,17,98.78,16
1,10,18,100.0,16
1,10,19,100.0,16
1,10,20,0.0,20
1,10,21,100.0,12
1,10,22,100.0,16
1,10,23,100.0,13
1,10,24,100.0,15
1,10,25,100.0,15
1,10,26,100.0,16
1,10,27,100.0,15
1,10,28,100.0,11
1,10,29,100.0,11
1,11,12,0.0,12
1,11,13,0.0,13
1,11,14,0.0,14
1,11,15,0.0,15
1,11,16,87.72,14
1,11,17,81.4,28
1,11,18,98.9,28
1,11,19,99.89,29
1,11,20,99.2,29
1,11,21,98.87,26
1,11,22,0.0,22
1,11,23,98.89,26
1,11,24,98.36,14
1,11,25,98.23,26
1,11,26,0.0,26
1,11,27,99.36,14
1,11,28,0.0,28
1,11,29,0.0,29
1,12,13,9.71,13
1,12,14,0.0,14
1,12,15,46.56,25
1,12,16,0.0,16
1,12,17,0.0,17
1,12,18,99.15,21
1,12,19,99.89,21
1,12,20,99.67,23
1,12,21,0.0,21
1,12,22,0.0,22
1,12,23,0.0,23
1,12,24,99.28,26
1,12,25,0.0,25
1,12,26,0.0,26
1,12,27,99.49,14
1,12,28,99.68,26
1,12,29,98.85,26
1,13,14,0.0,14
1,13,15,0.0,15
1,13,16,82.69,14
1,13,17,75.63,27
1,13,18,97.76,23
1,13,19,99.65,24
1,13,20,0.0,20
1,13,21,97.71,26
1,13,22,97.47,26
1,13,23,0.0,23
1,13,24,0.0,24
1,13,25,96.72,26
1,13,26,0.0,26
1,13,27,0.0,27
1,13,28,99.05,26
1,13,29,96.71,26
1,14,15,0.0,15
1,14,16,0.0,16
1,14,17,0.0,17
1,14,18,87.76,16
1,14,19,0.0,19
1,14,20,0.0,20
1,14,21,87.56,20
1,14,22,86.93,17
1,14,23,88.09,20
1,14,24,0.0,24
1,14,25,85.06,20
1,14,26,92.34,16
1,14,27,0.0,27
1,14,28,92.41,20
1,14,29,84.98,20
1,15,16,0.0,16
1,15,17,0.0,17
1,15,18,62.11,25
1,15,19,77.19,17
1,15,20,0.0,20
1,15,21,61.46,20
1,15,22,61.21,17
1,15,23,64.36,20
1,15,24,0.0,24
1,15,25,0.0,25
1,15,26,71.16,16
1,15,27,0.0,27
1,15,28,70.3,20
1,15,29,59.51,20
1,16,17,0.0,17
1,16,18,0.0,18
1,16,19,0.0,19
1,16,20,21.1,27
1,16,21,0.0,21
1,16,22,0.0,22
1,16,23,0.0,23
1,16,24,0.0,24
1,16,25,0.0,25
1,16,26,0.0,26
1,16,27,0.0,27
1,16,28,22.52,25
1,16,29,11.23,29
1,17,18,0.0,18
1,17,19,0.0,19
1,17,20,0.0,20
1,17,21,0.0,21
1,17,22,0.0,22
1,17,23,0.0,23
1,17,24,0.0,24
1,17,25,0.0,25
1,17,26,0.0,26
1,17,27,0.0,27
1,17,28,0.0,28
1,17,29,0.0,29
1,18,19,0.0,19
1,18,20,0.0,20
1,18,21,0.0,21
1,18,22,0.0,22
1,18,23,0.0,23
1,18,24,11.24,24
1,18,25,0.0,25
1,18,26,0.0,26
1,18,27,0.0,27
1,18,28,0.0,28
1,18,29,0.0,29
1,19,20,0.0,20
1,19,21,0.0,21
1,19,22,0.0,22
1,19,23,9.53,23
1,19,24,0.0,24
1,19,25,0.0,25
1,19,26,0.0,26
1,19,27,0.0,27
1,19,28,0.0,28
1,19,29,0.0,29
1,20,21,0.0,21
1,20,22,0.0,22
1,20,23,0.0,23
1,20,24,0.0,24
1,20,25,0.0,25
1,20,26,0.0,26
1,20,27,0.0,27
1,20,28,0.0,28
1,20,29,0.0,29
1,21,22,0.0,22
1,21,23,0.0,23
1,21,24,0.0,24
1,21,25,0.0,25
1,21,26,0.0,26
1,21,27,0.0,27
1,21,28,0.0,28
1,21,29,0.0,29
1,22,23,0.0,23
1,22,24,0.0,24
1,22,25,0.0,25
1,22,26,0.0,26
1,22,27,0.0,27
1,22,28,0.0,28
1,22,29,0.0,29
1,23,24,0.0,24
1,23,25,0.0,25
1,23,26,0.0,26
1,23,27,0.0,27
1,23,28,0.0,28
1,23,29,0.0,29
1,24,25,0.0,25
1,24,26,0.0,26
1,24,27,0.0,27
1,24,28,0.0,28
1,24,29,0.0,29
1,25,26,0.0,26
1,25,27,0.0,27
1,25,28,0.0,28
1,25,29,0.0,29
1,26,27,0.0,27
1,26,28,0.0,28
1,26,29,0.0,29
1,27,28,0.0,28
1,27,29,0.0,29
1,28,29,0.0,29
2,0,1,0.0,1
2,0,2,0.0,2
2,0,3,0.0,3
2,0,4,34.02,4
2,0,5,98.44,3
2,0,6,0.0,6
2,0,7,0.0,7
2,0,8,99.99,3
2,0,9,100.0,6
2,0,10,100.0,2
2,0,11,100.0,6
2,0,12,100.0,3
2,0,13,100.0,6
2,0,14,100.0,7
2,0,15,100.0,7
2,0,16,100.0,7
2,0,17,100.0,3
2,0,18,100.0,7
2,0,19,100.0,7
2,0,20,100.0,6
2,0,21,100.0,3
2,0,22,100.0,3
2,0,23,100.0,6
2,0,24,100.0,7
2,0,25,100.0,7
2,0,26,100.0,6
2,0,27,100.0,6
2,0,28,100.0,7
2,0,29,100.0,6
2,1,2,0.0,2
2,1,3,71.77,2
2,1,4,29.03,4
2,1,5,0.0,5
2,1,6,92.82,0
2,1,7,0.0,7
2,1,8,99.97,5
2,1,9,99.99,7
2,1,10,100.0,2
2,1,11,100.0,5
2,1,12,100.0,0
2,1,13,100.0,0
2,1,14,100.0,7
2,1,15,100.0,7
2,1,16,100.0,2
2,1,17,100.0,5
2,1,18,100.0,7
2,1,19,100.0,7
2,1,20,100.0,7
2,1,21,100.0,0
2,1,22,100.0,5
2,1,23,100.0,2
2,1,24,100.0,7
2,1,25,100.0,7
2,1,26,100.0,7
2,1,27,100.0,7
2,1,28,100.0,5
2,1,29,100.0,5
2,2,3,0.0,3
2,2,4,0.0,4
2,2,5,89.95,10
2,2,6,85.41,0
2,2,7,97.43,0
2,2,8,99.28,3
2,2,9,99.49,10
2,2,10,0.0,10
2,2,11,100.0,10
2,2,12,100.0,3
2,2,13,100.0,10
2,2,14,100.0,10
2,2,15,100.0,10
2,2,16,100.0,10
2,2,17,100.0,3
2,2,18,100.0,10
2,2,19,100.0,10
2,2,20,100.0,10
2,2,21,100.0,3
2,2,22,100.0,3
2,2,23,100.0,3
2,2,24,100.0,10
2,2,25,100.0,3
2,2,26,100.0,3
2,2,27,100.0,10
2,2,28,100.0,10
2,2,29,100.0,10
2,3,4,0.0,4
2,3,5,0.0,5
2,3,6,0.0,6
2,3,7,0.0,7
2,3,8,0.0,8
2,3,9,66.07,8
2,3,10,0.0,10
2,3,11,100.0,7
2,3,12,0.0,12
2,3,13,99.98,8
2,3,14,100.0,12
2,3,15,100.0,7
2,3,16,100.0,12
2,3,17,100.0,8
2,3,18,100.0,12
2,3,19,100.0,10
2,3,20,100.0,10
2,3,21,100.0,12
2,3,22,100.0,12
2,3,23,100.0,12
2,3,24,100.0,8
2,3,25,100.0,12
2,3,26,100.0,12
2,3,27,100.0,7
2,3,28,100.0,12
2,3,29,100.0,5
2,4,5,0.0,5
2,4,6,0.0,6
2,4,7,0.0,7
2,4,8,92.53,5
2,4,9,0.0,9
2,4,10,99.99,3
2,4,11,100.0,7
2,4,12,100.0,3
2,4,13,100.0,6
2,4,14,100.0,7
2,4,15,100.0,7
2,4,16,100.0,9
2,4,17,100.0,9
2,4,18,100.0,9
2,4,19,100.0,7
2,4,20,100.0,6
2,4,21,100.0,9
2,4,22,100.0,5
2,4,23,100.0,6
2,4,24,100.0,9
2,4,25,100.0,7
2,4,26,100.0,5
2,4,27,100.0,6
2,4,28,100.0,5
2,4,29,100.0,5
2,5,6,0.0,6
2,5,7,0.0,7
2,5,8,0.0,8
2,5,9,18.96,9
2,5,10,0.0,10
2,5,11,0.0,11
2,5,12,94.83,3
2,5,13,94.94,8
2,5,14,99.59,11
2,5,15,0.0,15
2,5,16,100.0,10
2,5,17,100.0,8
2,5,18,100.0,8
2,5,19,100.0,8
2,5,20,100.0,15
2,5,21,100.0,3
2,5,22,100.0,11
2,5,23,100.0,6
2,5,24,100.0,15
2,5,25,100.0,15
2,5,26,100.0,11
2,5,27,100.0,15
2,5,28,100.0,11
2,5,29,100.0,11
2,6,7,0.0,7
2,6,8,27.73,5
2,6,9,0.0,9
2,6,10,80.41,13
2,6,11,0.0,11
2,6,12,97.4,3
2,6,13,0.0,13
2,6,14,99.94,13
2,6,15,100.0,13
2,6,16,100.0,9
2,6,17,100.0,9
2,6,18,100.0,11
2,6,19,100.0,11
2,6,20,100.0,13
2,6,21,100.0,11
2,6,22,100.0,11
2,6,23,100.0,13
2,6,24,100.0,13
2,6,25,100.0,11
2,6,26,100.0,13
2,6,27,100.0,13
2,6,28,100.0,11
2,6,29,100.0,11
2,7,8,0.0,8
2,7,9,0.0,9
2,7,10,0.0,10
2,7,11,0.0,11
2,7,12,90.79,11
2,7,13,84.4,8
2,7,14,0.0,14
2,7,15,0.0,15
2,7,16,100.0,9
2,7,17,100.0,8
2,7,18,100.0,15
2,7,19,100.0,14
2,7,20,100.0,14
2,7,21,100.0,3
2,7,22,100.0,11
2,7,23,100.0,3
2,7,24,100.0,15
2,7,25,100.0,15
2,7,26,100.0,11
2,7,27,100.0,14
2,7,28,100.0,11
2,7,29,100.0,11
2,8,9,0.0,9
2,8,10,0.0,10
2,8,11,83.18,13
2,8,12,74.14,3
2,8,13,0.0,13
2,8,14,0.0,14
2,8,15,99.67,5
2,8,16,100.0,24
2,8,17,0.0,17
2,8,18,100.0,17
2,8,19,100.0,14
2,8,20,100.0,14
2,8,21,100.0,17
2,8,22,100.0,17
2,8,23,100.0,13
2,8,24,0.0,24
2,8,25,100.0,17
2,8,26,100.0,13
2,8,27,100.0,14
2,8,28,100.0,17
2,8,29,100.0,17
2,9,10,0.0,10
2,9,11,0.0,11
2,9,12,73.62,16
2,9,13,0.0,13
2,9,14,90.26,13
2,9,15,99.55,16
2,9,16,0.0,16
2,9,17,0.0,17
2,9,18,100.0,16
2,9,19,100.0,16
2,9,20,100.0,13
2,9,21,100.0,17
2,9,22,100.0,17
2,9,23,100.0,13
2,9,24,0.0,24
2,9,25,100.0,17
2,9,26,100.0,16
2,9,27,100.0,13
2,9,28,100.0,17
2,9,29,100.0,17
2,10,11,0.0,11
2,10,12,0.0,12
2,10,13,0.0,13
2,10,14,47.29,14
2,10,15,0.0,15
2,10,16,0.0,16
2,10,17,97.72,16
2,10,18,100.0,16
2,10,19,100.0,16
2,10,20,0.0,20
2,10,21,99.78,12
2,10,22,99.7,16
2,10,23,99.81,13
2,10,24,99.53,15
2,10,25,99.33,15
2,10,26,99.99,16
2,10,27,99.96,15
2,10,28,99.99,11
2,10,29,99.32,11
2,11,12,0.0,12
2,11,13,0.0,13
2,11,14,0.0,14
2,11,15,0.0,15
2,11,16,87.47,14
2,11,17,66.66,28
2,11,18,98.11,28
2,11,19,96.27,29
2,11,20,89.74,29
2,11,21,86.56,26
2,11,22,0.0,22
2,11,23,86.04,26
2,11,24,80.45,14
2,11,25,78.81,26
2,11,26,0.0,26
2,11,27,92.17,14
2,11,28,0.0,28
2,11,29,0.0,29
2,12,13,17.78,13
2,12,14,0.0,14
2,12,15,45.98,25
2,12,16,0.0,16
2,12,17,0.0,17
2,12,18,99.59,21
2,12,19,98.05,21
2,12,20,98.35,23
2,12,21,0.0,21
2,12,22,0.0,22
