Iter,tx_node_id,rx_node_id,LossRate
0,7,26,0.0
0,7,27,0.0
0,7,28,0.0
0,7,29,0.0
0,8,9,0.0
0,8,10,0.0
0,8,11,0.0
0,8,12,0.0
0,8,13,0.0
0,8,14,0.0
0,8,15,0.0
0,8,16,0.0
0,8,17,0.0
0,8,18,0.0
0,8,19,0.0
0,8,20,0.0
0,8,21,0.0
0,8,22,0.0
0,8,23,0.0
0,8,24,0.0
0,8,25,0.0
0,8,26,0.0
0,8,27,0.0
0,8,28,0.0
0,8,29,0.0
0,9,10,0.0
0,9,11,0.0
0,9,12,0.0
0,9,13,0.0
0,9,14,0.0
0,9,15,0.0
0,9,16,0.0
0,9,17,0.0
0,9,18,0.0
0,9,19,0.0
0,9,20,0.0
0,9,21,0.0
0,9,22,0.0
0,9,23,0.0
0,9,24,0.0
0,9,25,0.0
0,9,26,0.0
0,9,27,0.0
0,9,28,0.0
0,9,29,0.0
0,10,11,0.0
0,10,12,0.0
0,10,13,0.0
0,10,14,0.0
0,10,15,0.0
0,10,16,0.0
0,10,17,0.0
0,10,18,0.0
0,10,19,0.0
0,10,20,0.0
0,10,21,0.0
0,10,22,0.0
0,10,23,0.0
0,10,24,0.0
0,10,25,0.0
0,10,26,0.0
0,10,27,0.0
0,10,28,0.0
0,10,29,0.0
0,11,12,0.0
0,11,13,0.0
0,11,14,0.0
0,11,15,0.0
0,11,16,0.0
0,11,17,0.0
0,11,18,0.0
0,11,19,0.0
0,11,20,0.0
0,11,21,0.0
0,11,22,0.0
0,11,23,0.0
0,11,24,0.0
0,11,25,0.0
0,11,26,0.0
0,11,27,0.0
0,11,28,0.0
0,11,29,0.0
0,12,13,0.0
0,12,14,0.0
0,12,15,0.0
0,12,16,0.0
0,12,17,0.0
0,12,18,0.0
0,12,19,0.0
0,12,20,0.0
0,12,21,0.0
0,12,22,0.0
0,12,23,0.0
0,12,24,0.0
0,12,25,0.0
0,12,26,0.0
0,12,27,0.0
0,12,28,0.0
0,12,29,0.0
0,13,14,0.0
0,13,15,0.0
0,13,16,0.0
0,13,17,0.0
0,13,18,0.0
0,13,19,0.0
0,13,20,0.0
0,13,21,0.0
0,13,22,0.0
0,13,23,0.0
0,13,24,0.0
0,13,25,0.0
0,13,26,0.0
0,13,27,0.0
0,13,28,0.0
0,13,29,0.0
0,14,15,0.0
0,14,16,0.0
0,14,17,0.0
0,14,18,0.0
0,14,19,0.0
0,14,20,0.0
0,14,21,0.0
0,14,22,0.0
0,14,23,0.0
0,14,24,0.0
0,14,25,0.0
0,14,26,0.0
0,14,27,0.0
0,14,28,0.0
0,14,29,0.0
0,15,16,0.0
0,15,17,0.0
0,15,18,0.0
0,15,19,0.0
0,15,20,0.0
0,15,21,0.0
0,15,22,0.0
0,15,23,0.0
0,15,24,0.0
0,15,25,0.0
0,15,26,0.0
0,15,27,0.0
0,15,28,0.0
0,15,29,0.0
0,16,17,0.0
0,16,18,0.0
0,16,19,0.0
0,16,20,0.0
0,16,21,0.0
0,16,22,0.0
0,16,23,0.0
0,16,24,0.0
0,16,25,0.0
0,16,26,0.0
0,16,27,0.0
0,16,28,0.0
0,16,29,0.0
0,17,18,0.0
0,17,19,0.0
0,17,20,0.0
0,17,21,0.0
0,17,22,0.0
0,17,23,0.0
0,17,24,0.0
0,17,25,0.0
0,17,26,0.0
0,17,27,0.0
0,17,28,0.0
0,17,29,0.0
0,18,19,0.0
0,18,20,0.0
0,18,21,0.0
0,18,22,0.0
0,18,23,0.0
0,18,24,0.0
0,18,25,0.0
0,18,26,0.0
0,18,27,0.0
0,18,28,0.0
0,18,29,0.0
0,19,20,0.0
0,19,21,0.0
0,19,22,0.0
0,19,23,0.0
0,19,24,0.0
0,19,25,0.0
0,19,26,0.0
0,19,27,0.0
0,19,28,0.0
0,19,29,0.0
0,20,21,0.0
0,20,22,0.0
0,20,23,0.0
0,20,24,0.0
0,20,25,0.0
0,20,26,0.0
0,20,27,0.0
0,20,28,0.0
0,20,29,0.0
0,21,22,0.0
0,21,23,0.0
0,21,24,0.0
0,21,25,0.0
0,21,26,0.0
0,21,27,0.0
0,21,28,0.0
0,21,29,0.0
0,22,23,0.0
0,22,24,0.0
0,22,25,0.0
0,22,26,0.0
0,22,27,0.0
0,22,28,0.0
0,22,29,0.0
0,23,24,0.0
0,23,25,0.0
0,23,26,0.0
0,23,27,0.0
0,23,28,0.0
0,23,29,0.0
0,24,25,0.0
0,24,26,0.0
0,24,27,0.0
0,24,28,0.0
0,24,29,0.0
0,25,26,0.0
0,25,27,0.0
0,25,28,0.0
0,25,29,0.0
0,26,27,0.0
0,26,28,0.0
0,26,29,0.0
0,27,28,0.0
0,27,29,0.0
0,28,29,0.0
1,0,1,0.0
1,0,2,0.0
1,0,3,0.0
1,0,4,0.0
1,0,5,0.0
1,0,6,0.0
1,0,7,0.0
1,0,8,0.0
1,0,9,0.0
1,0,10,0.0
1,0,11,0.0
1,0,12,0.0
1,0,13,0.0
1,0,14,0.0
1,0,15,0.0
1,0,16,0.0
1,0,17,0.0
1,0,18,0.0
1,0,19,0.0
1,0,20,0.0
1,0,21,0.0
1,0,22,0.0
1,0,23,0.0
1,0,24,0.0
1,0,25,0.0
1,0,26,0.0
1,0,27,0.0
1,0,28,0.0
1,0,29,0.0
1,1,2,0.0
1,1,3,0.0
1,1,4,0.0
1,1,5,0.0
1,1,6,0.0
1,1,7,0.0
1,1,8,0.0
1,1,9,0.0
1,1,10,0.0
1,1,11,0.0
1,1,12,0.0
1,1,13,0.0
1,1,14,0.0
1,1,15,0.0
1,1,16,0.0
1,1,17,0.0
1,1,18,0.0
1,1,19,0.0
1,1,20,0.0
1,1,21,0.0
1,1,22,0.0
1,1,23,0.0
1,1,24,0.0
1,1,25,0.0
1,1,26,0.0
1,1,27,0.0
1,1,28,0.0
1,1,29,0.0
1,2,3,0.0
1,2,4,0.0
1,2,5,0.0
1,2,6,0.0
1,2,7,0.0
1,2,8,0.0
1,2,9,0.0
1,2,10,0.0
1,2,11,0.0
1,2,12,0.0
1,2,13,0.0
1,2,14,0.0
1,2,15,0.0
1,2,16,0.0
1,2,17,0.0
1,2,18,0.0
1,2,19,0.0
1,2,20,0.0
1,2,21,0.0
1,2,22,0.0
1,2,23,0.0
1,2,24,0.0
1,2,25,0.0
1,2,26,0.0
1,2,27,0.0
1,2,28,0.0
1,2,29,0.0
1,3,4,0.0
1,3,5,0.0
1,3,6,0.0
1,3,7,0.0
1,3,8,0.0
1,3,9,0.0
1,3,10,0.0
1,3,11,0.0
1,3,12,0.0
1,3,13,0.0
1,3,14,0.0
1,3,15,0.0
1,3,16,0.0
1,3,17,0.0
1,3,18,0.0
1,3,19,0.0
1,3,20,0.0
1,3,21,0.0
1,3,22,0.0
1,3,23,0.0
1,3,24,0.0
1,3,25,0.0
1,3,26,0.0
1,3,27,0.0
1,3,28,0.0
1,3,29,0.0
1,4,5,0.0
1,4,6,0.0
1,4,7,0.0
1,4,8,0.0
1,4,9,0.0
1,4,10,0.0
1,4,11,0.0
1,4,12,0.0
1,4,13,0.0
1,4,14,0.0
1,4,15,0.0
1,4,16,0.0
1,4,17,0.0
1,4,18,0.0
1,4,19,0.0
1,4,20,0.0
1,4,21,0.0
1,4,22,0.0
1,4,23,0.0
1,4,24,0.0
1,4,25,0.0
1,4,26,0.0
1,4,27,0.0
1,4,28,0.0
1,4,29,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,5,10,0.0
1,5,11,0.0
1,5,12,0.0
1,5,13,0.0
1,5,14,0.0
1,5,15,0.0
1,5,16,0.0
1,5,17,0.0
1,5,18,0.0
1,5,19,0.0
1,5,20,0.0
1,5,21,0.0
1,5,22,0.0
1,5,23,0.0
1,5,24,0.0
1,5,25,0.0
1,5,26,0.0
1,5,27,0.0
1,5,28,0.0
1,5,29,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,6,10,0.0
1,6,11,0.0
1,6,12,0.0
1,6,13,0.0
1,6,14,0.0
1,6,15,0.0
1,6,16,0.0
1,6,17,0.0
1,6,18,0.0
1,6,19,0.0
1,6,20,0.0
1,6,21,0.0
1,6,22,0.0
1,6,23,0.0
1,6,24,0.0
1,6,25,0.0
1,6,26,0.0
1,6,27,0.0
1,6,28,0.0
1,6,29,0.0
1,7,8,0.0
1,7,9,0.0
1,7,10,0.0
1,7,11,0.0
1,7,12,0.0
1,7,13,0.0
1,7,14,0.0
1,7,15,0.0
1,7,16,0.0
1,7,17,0.0
1,7,18,0.0
1,7,19,0.0
1,7,20,0.0
1,7,21,0.0
1,7,22,0.0
1,7,23,0.0
1,7,24,0.0
1,7,25,0.0
1,7,26,0.0
1,7,27,0.0
1,7,28,0.0
1,7,29,0.0
1,8,9,0.0
1,8,10,0.0
1,8,11,0.0
1,8,12,0.0
1,8,13,0.0
1,8,14,0.0
1,8,15,0.0
1,8,16,0.0
1,8,17,0.0
1,8,18,0.0
1,8,19,0.0
1,8,20,0.0
1,8,21,0.0
1,8,22,0.0
1,8,23,0.0
1,8,24,0.0
1,8,25,0.0
1,8,26,0.0
1,8,27,0.0
1,8,28,0.0
1,8,29,0.0
1,9,10,0.0
1,9,11,0.0
1,9,12,0.0
1,9,13,0.0
1,9,14,0.0
1,9,15,0.0
1,9,16,0.0
1,9,17,0.0
1,9,18,0.0
1,9,19,0.0
1,9,20,0.0
1,9,21,0.0
1,9,22,0.0
1,9,23,0.0
1,9,24,0.0
1,9,25,0.0
1,9,26,0.0
1,9,27,0.0
1,9,28,0.0
1,9,29,0.0
1,10,11,0.0
1,10,12,0.0
1,10,13,0.0
1,10,14,0.0
1,10,15,0.0
1,10,16,0.0
1,10,17,0.0
1,10,18,0.0
1,10,19,0.0
1,10,20,0.0
1,10,21,0.0
1,10,22,0.0
1,10,23,0.0
1,10,24,0.0
1,10,25,0.0
1,10,26,0.0
1,10,27,0.0
1,10,28,0.0
1,10,29,0.0
1,11,12,0.0
1,11,13,0.0
1,11,14,0.0
1,11,15,0.0
1,11,16,0.0
1,11,17,0.0
1,11,18,0.0
1,11,19,0.0
1,11,20,0.0
1,11,21,0.0
1,11,22,0.0
1,11,23,0.0
1,11,24,0.0
1,11,25,0.0
1,11,26,0.0
1,11,27,0.0
1,11,28,0.0
1,11,29,0.0
1,12,13,0.0
1,12,14,0.0
1,12,15,0.0
1,12,16,0.0
1,12,17,0.0
1,12,18,0.0
1,12,19,0.0
1,12,20,0.0
1,12,21,0.0
1,12,22,0.0
1,12,23,0.0
1,12,24,0.0
1,12,25,0.0
1,12,26,0.0
1,12,27,0.0
1,12,28,0.0
1,12,29,0.0
1,13,14,0.0
1,13,15,0.0
1,13,16,0.0
1,13,17,0.0
1,13,18,0.0
1,13,19,0.0
1,13,20,0.0
1,13,21,0.0
1,13,22,0.0
1,13,23,0.0
1,13,24,0.0
1,13,25,0.0
1,13,26,0.0
1,13,27,0.0
1,13,28,0.0
1,13,29,0.0
1,14,15,0.0
1,14,16,0.0
1,14,17,0.0
1,14,18,0.0
1,14,19,0.0
1,14,20,0.0
1,14,21,0.0
1,14,22,0.0
1,14,23,0.0
1,14,24,0.0
1,14,25,0.0
1,14,26,0.0
1,14,27,0.0
1,14,28,0.0
1,14,29,0.0
1,15,16,0.0
1,15,17,0.0
1,15,18,0.0
1,15,19,0.0
1,15,20,0.0
1,15,21,0.0
1,15,22,0.0
1,15,23,0.0
1,15,24,0.0
1,15,25,0.0
1,15,26,0.0
1,15,27,0.0
1,15,28,0.0
1,15,29,0.0
1,16,17,0.0
1,16,18,0.0
1,16,19,0.0
1,16,20,0.0
1,16,21,0.0
1,16,22,0.0
1,16,23,0.0
1,16,24,0.0
1,16,25,0.0
1,16,26,0.0
1,16,27,0.0
1,16,28,0.0
1,16,29,0.0
1,17,18,0.0
1,17,19,0.0
1,17,20,0.0
1,17,21,0.0
1,17,22,0.0
1,17,23,0.0
1,17,24,0.0
1,17,25,0.0
1,17,26,0.0
1,17,27,0.0
1,17,28,0.0
1,17,29,0.0
1,18,19,0.0
1,18,20,0.0
1,18,21,0.0
1,18,22,0.0
1,18,23,0.0
1,18,24,0.0
1,18,25,0.0
1,18,26,0.0
1,18,27,0.0
1,18,28,0.0
1,18,29,0.0
1,19,20,0.0
1,19,21,0.0
1,19,22,0.0
1,19,23,0.0
1,19,24,0.0
1,19,25,0.0
1,19,26,0.0
1,19,27,0.0
1,19,28,0.0
1,19,29,0.0
1,20,21,0.0
1,20,22,0.0
1,20,23,0.0
1,20,24,0.0
1,20,25,0.0
1,20,26,0.0
1,20,27,0.0
1,20,28,0.0
1,20,29,0.0
1,21,22,0.0
1,21,23,0.0
1,21,24,0.0
1,21,25,0.0
1,21,26,0.0
1,21,27,0.0
1,21,28,0.0
1,21,29,0.0
1,22,23,0.0
1,22,24,0.0
1,22,25,0.0
1,22,26,0.0
1,22,27,0.0
1,22,28,0.0
1,22,29,0.0
1,23,24,0.0
1,23,25,0.0
1,23,26,0.0
1,23,27,0.0
1,23,28,0.0
1,23,29,0.0
1,24,25,0.0
1,24,26,0.0
1,24,27,0.0
1,24,28,0.0
1,24,29,0.0
1,25,26,0.0
1,25,27,0.0
1,25,28,0.0
1,25,29,0.0
1,26,27,0.0
1,26,28,0.0
1,26,29,0.0
1,27,28,0.0
1,27,29,0.0
1,28,29,0.0
2,0,1,0.0
2,0,2,0.0
2,0,3,0.0
2,0,4,0.0
2,0,5,0.0
2,0,6,0.0
2,0,7,0.0
2,0,8,0.0
2,0,9,0.0
2,0,10,0.0
2,0,11,0.0
2,0,12,0.0
2,0,13,0.0
2,0,14,0.0
2,0,15,0.0
2,0,16,0.0
2,0,17,0.0
2,0,18,0.0
2,0,19,0.0
2,0,20,0.0
2,0,21,0.0
2,0,22,0.0
2,0,23,0.0
2,0,24,0.0
2,0,25,0.0
2,0,26,0.0
2,0,27,0.0
2,0,28,0.0
2,0,29,0.0
2,1,2,0.0
2,1,3,0.0
2,1,4,0.0
2,1,5,0.0
2,1,6,0.0
2,1,7,0.0
2,1,8,0.0
2,1,9,0.0
2,1,10,0.0
2,1,11,0.0
2,1,12,0.0
2,1,13,0.0
2,1,14,0.0
2,1,15,0.0
2,1,16,0.0
2,1,17,0.0
2,1,18,0.0
2,1,19,0.0
2,1,20,0.0
2,1,21,0.0
2,1,22,0.0
2,1,23,0.0
2,1,24,0.0
2,1,25,0.0
2,1,26,0.0
2,1,27,0.0
2,1,28,0.0
2,1,29,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,0.0
2,2,8,0.0
2,2,9,0.0
2,2,10,0.0
2,2,11,0.0
2,2,12,0.0
2,2,13,0.0
2,2,14,0.0
2,2,15,0.0
2,2,16,0.0
2,2,17,0.0
2,2,18,0.0
2,2,19,0.0
2,2,20,0.0
2,2,21,0.0
2,2,22,0.0
2,2,23,0.0
2,2,24,0.0
2,2,25,0.0
2,2,26,0.0
2,2,27,0.0
2,2,28,0.0
2,2,29,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,3,7,0.0
2,3,8,0.0
2,3,9,0.0
2,3,10,0.0
2,3,11,0.0
2,3,12,0.0
2,3,13,0.0
2,3,14,0.0
2,3,15,0.0
2,3,16,0.0
2,3,17,0.0
2,3,18,0.0
2,3,19,0.0
2,3,20,0.0
2,3,21,0.0
2,3,22,0.0
2,3,23,0.0
2,3,24,0.0
2,3,25,0.0
2,3,26,0.0
2,3,27,0.0
2,3,28,0.0
2,3,29,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.0
2,4,8,0.0
2,4,9,0.0
2,4,10,0.0
2,4,11,0.0
2,4,12,0.0
2,4,13,0.0
2,4,14,0.0
2,4,15,0.0
2,4,16,0.0
2,4,17,0.0
2,4,18,0.0
2,4,19,0.0
2,4,20,0.0
2,4,21,0.0
2,4,22,0.0
2,4,23,0.0
2,4,24,0.0
2,4,25,0.0
2,4,26,0.0
2,4,27,0.0
2,4,28,0.0
2,4,29,0.0
2,5,6,0.0
2,5,7,0.0
2,5,8,0.0
2,5,9,0.0
2,5,10,0.0
2,5,11,0.0
2,5,12,0.0
2,5,13,0.0
2,5,14,0.0
2,5,15,0.0
2,5,16,0.0
2,5,17,0.0
2,5,18,0.0
2,5,19,0.0
2,5,20,0.0
2,5,21,0.0
2,5,22,0.0
2,5,23,0.0
2,5,24,0.0
2,5,25,0.0
2,5,26,0.0
2,5,27,0.0
2,5,28,0.0
2,5,29,0.0
2,6,7,0.0
2,6,8,0.0
2,6,9,0.0
2,6,10,0.0
2,6,11,0.0
2,6,12,0.0
2,6,13,0.0
2,6,14,0.0
2,6,15,0.0
2,6,16,0.0
2,6,17,0.0
2,6,18,0.0
2,6,19,0.0
2,6,20,0.0
2,6,21,0.0
2,6,22,0.0
2,6,23,0.0
2,6,24,0.0
2,6,25,0.0
2,6,26,0.0
2,6,27,0.0
2,6,28,0.0
2,6,29,0.0
2,7,8,0.0
2,7,9,0.0
2,7,10,0.0
2,7,11,0.0
2,7,12,0.0
2,7,13,0.0
2,7,14,0.0
2,7,15,0.0
2,7,16,0.0
2,7,17,0.0
2,7,18,0.0
2,7,19,0.0
2,7,20,0.0
2,7,21,0.0
2,7,22,0.0
2,7,23,0.0
2,7,24,0.0
2,7,25,0.0
2,7,26,0.0
2,7,27,0.0
2,7,28,0.0
2,7,29,0.0
2,8,9,0.0
2,8,10,0.0
2,8,11,0.0
2,8,12,0.0
2,8,13,0.0
2,8,14,0.0
2,8,15,0.0
2,8,16,0.0
2,8,17,0.0
2,8,18,0.0
2,8,19,0.0
2,8,20,0.0
2,8,21,0.0
2,8,22,0.0
2,8,23,0.0
2,8,24,0.0
2,8,25,0.0
2,8,26,0.0
2,8,27,0.0
2,8,28,0.0
2,8,29,0.0
2,9,10,0.0
2,9,11,0.0
2,9,12,0.0
2,9,13,0.0
2,9,14,0.0
2,9,15,0.0
2,9,16,0.0
2,9,17,0.0
2,9,18,0.0
2,9,19,0.0
2,9,20,0.0
2,9,21,0.0
2,9,22,0.0
2,9,23,0.0
2,9,24,0.0
2,9,25,0.0
2,9,26,0.0
2,9,27,0.0
2,9,28,0.0
2,9,29,0.0
2,10,11,0.0
2,10,12,0.0
2,10,13,0.0
2,10,14,0.0
2,10,15,0.0
2,10,16,0.0
2,10,17,0.0
2,10,18,0.0
2,10,19,0.0
2,10,20,0.0
2,10,21,0.0
2,10,22,0.0
2,10,23,0.0
2,10,24,0.0
2,10,25,0.0
2,10,26,0.0
2,10,27,0.0
2,10,28,0.0
2,10,29,0.0
2,11,12,0.0
2,11,13,0.0
2,11,14,0.0
2,11,15,0.0
2,11,16,0.0
2,11,17,0.0
2,11,18,0.0
2,11,19,0.0
2,11,20,0.0
2,11,21,0.0
2,11,22,0.0
2,11,23,0.0
2,11,24,0.0
2,11,25,0.0
2,11,26,0.0
2,11,27,0.0
2,11,28,0.0
2,11,29,0.0
2,12,13,0.0
2,12,14,0.0
2,12,15,0.0
2,12,16,0.0
2,12,17,0.0
2,12,18,0.0
2,12,19,0.0
2,12,20,0.0
2,12,21,0.0
2,12,22,0.0
2,12,23,0.0
2,12,24,0.0
2,12,25,0.0
2,12,26,0.0
2,12,27,0.0
2,12,28,0.0
2,12,29,0.0
2,13,14,0.0
2,13,15,0.0
2,13,16,0.0
2,13,17,0.0
2,13,18,0.0
2,13,19,0.0
2,13,20,0.0
2,13,21,0.0
2,13,22,0.0
2,13,23,0.0
2,13,24,0.0
2,13,25,0.0
2,13,26,0.0
2,13,27,0.0
2,13,28,0.0
2,13,29,0.0
2,14,15,0.0
2,14,16,0.0
2,14,17,0.0
2,14,18,0.0
2,14,19,0.0
2,14,20,0.0
2,14,21,0.0
2,14,22,0.0
2,14,23,0.0
2,14,24,0.0
2,14,25,0.0
2,14,26,0.0
2,14,27,0.0
2,14,28,0.0
2,14,29,0.0
2,15,16,0.0
2,15,17,0.0
2,15,18,0.0
2,15,19,0.0
2,15,20,0.0
2,15,21,0.0
2,15,22,0.0
2,15,23,0.0
2,15,24,0.0
2,15,25,0.0
2,15,26,0.0
2,15,27,0.0
2,15,28,0.0
2,15,29,0.0
2,16,17,0.0
2,16,18,0.0
2,16,19,0.0
2,16,20,0.0
2,16,21,0.0
2,16,22,0.0
2,16,23,0.0
2,16,24,0.0
2,16,25,0.0
2,16,26,0.0
2,16,27,0.0
2,16,28,0.0
2,16,29,0.0
2,17,18,0.0
2,17,19,0.0
2,17,20,0.0
2,17,21,0.0
2,17,22,0.0
2,17,23,0.0
2,17,24,0.0
2,17,25,0.0
2,17,26,0.0
2,17,27,0.0
2,17,28,0.0
2,17,29,0.0
2,18,19,0.0
2,18,20,0.0
2,18,21,0.0
2,18,22,0.0
2,18,23,0.0
2,18,24,0.0
2,18,25,0.0
2,18,26,0.0
2,18,27,0.0
2,18,28,0.0
2,18,29,0.0
2,19,20,0.0
2,19,21,0.0
2,19,22,0.0
2,19,23,0.0
2,19,24,0.0
2,19,25,0.0
2,19,26,0.0
2,19,27,0.0
2,19,28,0.0
2,19,29,0.0
2,20,21,0.0
2,20,22,0.0
2,20,23,0.0
2,20,24,0.0
2,20,25,0.0
2,20,26,0.0
2,20,27,0.0
2,20,28,0.0
2,20,29,0.0
2,21,22,0.0
2,21,23,0.0
2,21,24,0.0
2,21,25,0.0
2,21,26,0.0
2,21,27,0.0
2,21,28,0.0
2,21,29,0.0
2,22,23,0.0
2,22,24,0.0
2,22,25,0.0
2,22,26,0.0
2,22,27,0.0
2,22,28,0.0
2,22,29,0.0
2,23,24,0.0
2,23,25,0.0
2,23,26,0.0
2,23,27,0.0
2,23,28,0.0
2,23,29,0.0
2,24,25,0.0
2,24,26,0.0
2,24,27,0.0
2,24,28,0.0
2,24,29,0.0
2,25,26,0.0
2,25,27,0.0
2,25,28,0.0
2,25,29,0.0
2,26,27,0.0
2,26,28,0.0
2,26,29,0.0
2,27,28,0.0
2,27,29,0.0
2,28,29,0.0
3,0,1,0.0
3,0,2,0.0
3,0,3,0.0
3,0,4,0.0
3,0,5,0.0
3,0,6,0.0
3,0,7,0.0
3,0,8,0.0
3,0,9,0.0
3,0,10,0.0
3,0,11,0.0
3,0,12,0.0
3,0,13,0.0
3,0,14,0.0
3,0,15,0.0
3,0,16,0.0
3,0,17,0.0
3,0,18,0.0
3,0,19,0.0
3,0,20,0.0
3,0,21,0.0
3,0,22,0.0
3,0,23,0.0
3,0,24,0.0
3,0,25,0.0
3,0,26,0.0
3,0,27,0.0
3,0,28,0.0
3,0,29,0.0
3,1,2,0.0
3,1,3,0.0
3,1,4,0.0
3,1,5,0.0
3,1,6,0.0
3,1,7,0.0
3,1,8,0.0
3,1,9,0.0
3,1,10,0.0
3,1,11,0.0
3,1,12,0.0
3,1,13,0.0
3,1,14,0.0
3,1,15,0.0
3,1,16,0.0
3,1,17,0.0
3,1,18,0.0
3,1,19,0.0
3,1,20,0.0
3,1,21,0.0
3,1,22,0.0
3,1,23,0.0
3,1,24,0.0
3,1,25,0.0
3,1,26,0.0
3,1,27,0.0
3,1,28,0.0
3,1,29,0.0
3,2,3,0.0
3,2,4,0.0
3,2,5,0.0
3,2,6,0.0
3,2,7,0.0
3,2,8,0.0
3,2,9,0.0
3,2,10,0.0
3,2,11,0.0
3,2,12,0.0
3,2,13,0.0
3,2,14,0.0
3,2,15,0.0
3,2,16,0.0
3,2,17,0.0
3,2,18,0.0
3,2,19,0.0
3,2,20,0.0
3,2,21,0.0
3,2,22,0.0
3,2,23,0.0
3,2,24,0.0
3,2,25,0.0
3,2,26,0.0
3,2,27,0.0
3,2,28,0.0
3,2,29,0.0
3,3,4,0.0
3,3,5,0.0
3,3,6,0.0
3,3,7,0.0
3,3,8,0.0
3,3,9,0.0
